employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score,is_promoted
61714,Sales & Marketing,region_9,Bachelor's,m,sourcing,1,24,,1,0,0,48,1
4642,Analytics,region_31,Bachelor's,m,other,2,29,5,4,0,0,89,1
28584,Sales & Marketing,region_20,Bachelor's,m,sourcing,1,27,5,2,0,0,49,1
14991,Technology,region_22,Bachelor's,m,other,1,23,4,2,0,0,80,1
62578,Analytics,region_26,,m,sourcing,1,32,3,5,1,0,81,1
56207,Operations,region_4,Master's & above,f,sourcing,1,38,3,9,0,0,64,1
53162,Technology,region_15,Bachelor's,m,sourcing,1,38,5,7,1,0,79,0
25323,Procurement,region_15,Bachelor's,f,other,1,30,3,5,1,0,66,1
24150,Operations,region_2,Bachelor's,m,sourcing,1,42,3,12,0,0,58,1
9199,Operations,region_2,Bachelor's,m,other,1,49,5,15,1,0,55,1
23079,Finance,region_23,Master's & above,m,other,1,34,4,7,0,0,70,0
13243,HR,region_26,Master's & above,m,sourcing,1,32,3,5,1,0,46,1
18331,Sales & Marketing,region_26,Bachelor's,m,other,2,41,3,3,1,0,50,1
65468,Operations,region_2,Bachelor's,m,sourcing,3,39,4,7,0,0,62,1
24648,HR,region_2,Master's & above,f,other,1,51,1,26,0,0,55,1
23380,Sales & Marketing,region_11,Bachelor's,m,sourcing,1,31,4,4,1,0,52,1
51722,Operations,region_2,Bachelor's,m,other,2,36,2,5,0,0,62,1
54318,Procurement,region_17,Bachelor's,m,sourcing,1,50,5,18,1,0,70,1
2740,Sales & Marketing,region_1,Bachelor's,m,sourcing,1,27,5,2,1,0,50,1
2707,Technology,region_23,Master's & above,f,other,1,41,3,7,1,0,79,1
49280,Operations,region_34,Bachelor's,m,other,1,29,,1,1,0,58,1
75818,Analytics,region_16,Master's & above,m,other,1,34,5,2,1,0,88,1
56258,Technology,region_11,Bachelor's,f,sourcing,1,38,1,3,0,0,80,1
70519,Finance,region_22,Master's & above,m,other,2,36,4,7,0,0,59,1
70476,Operations,region_2,Bachelor's,m,other,1,34,3,8,1,0,62,0
33083,Sales & Marketing,region_1,Bachelor's,m,other,2,28,,1,0,0,50,1
166,Procurement,region_17,Bachelor's,m,other,1,44,4,18,0,0,73,1
71827,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,25,1,2,0,0,50,1
60099,Sales & Marketing,region_28,Bachelor's,f,other,1,31,,1,0,0,50,1
75667,Sales & Marketing,region_4,Bachelor's,m,sourcing,1,31,3,5,1,0,45,0
43226,Analytics,region_2,Bachelor's,f,other,1,29,,1,0,0,81,1
50725,Procurement,region_26,Bachelor's,m,sourcing,1,33,5,4,1,0,69,1
46461,Sales & Marketing,region_2,Bachelor's,m,other,3,47,1,17,0,0,53,1
61171,Operations,region_13,Master's & above,f,sourcing,1,32,4,6,0,0,64,1
24605,Operations,region_16,Bachelor's,m,other,1,39,5,3,1,0,63,1
2664,Sales & Marketing,region_22,,m,other,2,26,,1,0,0,50,1
12179,Analytics,region_7,Bachelor's,f,other,2,29,5,4,1,0,84,1
8076,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,38,5,10,1,0,51,1
51836,Finance,region_32,Bachelor's,m,other,1,30,3,6,1,0,65,1
71441,Technology,region_19,Bachelor's,m,sourcing,2,30,,1,0,0,79,1
26688,Finance,region_4,Master's & above,f,sourcing,1,35,3,5,1,0,61,1
29603,HR,region_22,Master's & above,m,sourcing,1,31,2,5,0,0,50,1
32969,Sales & Marketing,region_2,Bachelor's,m,other,1,32,3,2,1,0,77,0
67840,Procurement,region_2,Bachelor's,f,other,1,28,3,5,1,0,66,1
1137,Sales & Marketing,region_3,Bachelor's,m,sourcing,1,28,5,6,1,0,50,1
62078,Sales & Marketing,region_8,Bachelor's,m,sourcing,1,28,1,3,0,0,47,1
40012,Operations,region_20,Master's & above,m,sourcing,1,34,3,2,0,0,57,1
16388,Operations,region_27,Bachelor's,m,other,1,29,,1,0,0,61,1
5384,Operations,region_2,Bachelor's,m,other,2,31,5,2,1,0,61,1
60349,Procurement,region_16,Bachelor's,f,other,3,29,3,2,0,0,71,1
54185,Finance,region_2,Bachelor's,m,sourcing,1,27,,1,1,0,57,1
29395,Procurement,region_22,Master's & above,m,sourcing,3,35,3,4,0,0,65,1
45513,Technology,region_17,Bachelor's,m,other,5,28,3,4,0,0,80,1
50365,Sales & Marketing,region_10,Master's & above,m,other,1,53,4,19,1,0,50,1
68176,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,27,5,3,1,0,52,0
7343,Analytics,region_9,Bachelor's,m,sourcing,1,24,,1,0,0,83,1
48141,Procurement,region_16,Bachelor's,m,sourcing,1,27,,1,0,0,67,1
30187,Sales & Marketing,region_12,Bachelor's,m,other,1,27,4,5,0,0,48,1
3236,Procurement,region_10,Master's & above,m,sourcing,1,34,4,5,1,0,66,1
4915,Operations,region_22,Bachelor's,f,sourcing,1,49,5,20,1,0,59,0
60346,Operations,region_23,Bachelor's,f,other,1,42,5,10,0,0,58,1
31011,Operations,region_2,Master's & above,f,sourcing,1,41,3,15,1,0,60,1
144,Sales & Marketing,region_2,,m,other,1,29,5,3,1,0,54,1
36733,Legal,region_22,,m,sourcing,1,33,5,3,0,0,56,1
36968,Sales & Marketing,region_27,Bachelor's,m,sourcing,2,28,1,2,0,0,45,1
6805,Legal,region_31,Bachelor's,f,sourcing,1,30,,1,0,0,56,1
34113,Legal,region_2,Bachelor's,m,sourcing,1,32,5,7,1,0,59,1
43598,Technology,region_2,Bachelor's,f,sourcing,1,34,3,5,1,0,77,1
59476,Operations,region_2,Bachelor's,m,other,1,43,4,11,0,0,56,1
31033,Technology,region_2,Master's & above,m,referred,1,44,3,4,0,0,78,1
24485,Technology,region_2,Master's & above,f,other,1,44,1,3,0,0,80,1
75092,Sales & Marketing,region_4,Bachelor's,m,sourcing,1,30,3,5,1,0,46,0
27376,Operations,region_22,Bachelor's,f,sourcing,1,56,5,15,0,0,64,1
30486,Finance,region_22,Bachelor's,m,other,1,29,3,2,1,0,60,1
58085,Procurement,region_2,Master's & above,m,sourcing,2,58,3,5,0,0,74,1
41354,Technology,region_2,Bachelor's,m,other,1,40,2,6,0,0,77,1
4225,Legal,region_2,Bachelor's,m,sourcing,1,41,3,6,0,0,58,1
10624,Procurement,region_7,Master's & above,f,other,1,39,3,5,0,0,69,1
7870,Finance,region_13,Bachelor's,f,sourcing,2,27,2,4,0,0,59,1
75202,Sales & Marketing,region_2,Master's & above,m,sourcing,2,45,2,16,0,0,51,1
66597,Analytics,region_2,Bachelor's,m,other,2,36,4,7,0,0,84,1
71985,Analytics,region_2,Bachelor's,m,other,2,60,5,34,1,0,87,0
54327,Operations,region_6,Bachelor's,f,sourcing,2,32,3,3,0,0,59,1
69760,Finance,region_22,Bachelor's,m,sourcing,2,28,4,2,1,0,61,1
46063,Sales & Marketing,region_8,Master's & above,m,other,1,41,4,6,0,0,50,1
9008,Sales & Marketing,region_2,Master's & above,m,sourcing,1,31,5,2,1,0,52,1
61212,Operations,region_2,Bachelor's,m,other,1,45,3,12,0,0,58,1
25647,Sales & Marketing,region_7,Bachelor's,m,other,1,43,5,4,1,0,47,1
77910,Sales & Marketing,region_28,Master's & above,f,sourcing,1,30,4,5,0,0,54,1
9420,Procurement,region_2,Bachelor's,f,other,1,59,3,5,0,0,73,1
71259,Operations,region_14,Bachelor's,f,sourcing,1,46,3,13,0,0,55,1
13456,Sales & Marketing,region_2,Master's & above,m,sourcing,1,42,5,6,0,0,49,1
14711,Technology,region_13,Bachelor's,m,sourcing,2,50,4,7,1,0,80,1
40631,Sales & Marketing,region_22,Master's & above,m,sourcing,1,38,5,12,1,0,50,0
3563,Operations,region_7,Bachelor's,f,sourcing,1,30,5,7,1,0,61,1
69630,Technology,region_5,Bachelor's,f,sourcing,1,26,5,4,1,0,78,1
3755,Analytics,region_20,Bachelor's,m,sourcing,1,32,5,3,0,0,84,1
60564,Operations,region_30,Bachelor's,f,other,1,41,4,9,0,0,58,1
6867,Procurement,region_13,Bachelor's,f,other,1,27,5,3,0,0,81,0
56403,Sales & Marketing,region_27,Bachelor's,f,other,1,38,1,10,0,0,50,1
39815,Technology,region_7,Bachelor's,f,sourcing,1,32,3,3,0,0,78,1
29628,HR,region_2,Master's & above,f,sourcing,1,39,4,7,1,0,50,0
64817,Technology,region_22,Bachelor's,m,sourcing,2,36,3,4,1,0,79,1
13818,Sales & Marketing,region_4,Master's & above,m,other,1,46,3,22,0,0,48,1
16076,Sales & Marketing,region_20,Bachelor's,m,other,1,35,5,7,1,0,54,1
72453,Sales & Marketing,region_2,Master's & above,m,other,1,35,3,5,0,0,52,1
11919,Sales & Marketing,region_23,Bachelor's,m,other,1,28,,1,0,0,46,1
37074,HR,region_7,Bachelor's,m,sourcing,1,31,3,6,1,0,48,1
12189,Procurement,region_17,Master's & above,m,sourcing,1,47,3,4,0,1,69,1
67331,Sales & Marketing,region_31,Bachelor's,m,sourcing,2,29,1,2,0,0,50,1
31827,Procurement,region_30,Bachelor's,m,other,1,31,3,7,1,0,71,1
76276,Sales & Marketing,region_4,Bachelor's,m,sourcing,1,25,1,2,0,0,55,1
8144,Sales & Marketing,region_12,Bachelor's,m,other,1,41,1,7,0,0,46,1
11215,Technology,region_5,Bachelor's,m,other,1,38,1,3,0,0,80,1
52106,Sales & Marketing,region_25,Bachelor's,m,sourcing,1,31,5,6,0,0,51,1
47315,Procurement,region_19,Bachelor's,m,sourcing,1,33,1,3,0,0,70,1
52320,Procurement,region_14,Bachelor's,f,other,1,28,,1,0,0,71,1
2416,Finance,region_15,Bachelor's,m,other,1,36,3,6,0,0,62,1
56752,Procurement,region_22,Bachelor's,f,other,1,34,3,3,1,0,66,1
31050,Technology,region_10,Master's & above,m,other,1,31,4,2,0,0,79,1
27300,Sales & Marketing,region_26,Bachelor's,m,sourcing,3,32,3,5,0,0,51,1
41251,Analytics,region_2,Bachelor's,m,sourcing,2,27,4,3,0,0,82,1
30303,Sales & Marketing,region_2,Bachelor's,m,referred,1,45,2,18,1,0,50,1
47677,Procurement,region_2,Bachelor's,m,other,1,36,3,8,1,0,67,1
16562,Technology,region_10,Bachelor's,m,other,2,34,4,7,0,0,81,1
65312,Sales & Marketing,region_27,Master's & above,m,other,1,50,3,9,0,0,47,1
46332,Procurement,region_2,Below Secondary,f,other,1,25,,1,1,0,72,1
42054,Operations,region_15,Bachelor's,m,other,1,42,1,11,0,0,61,1
25685,Operations,region_12,Bachelor's,f,other,1,27,,1,0,0,53,1
14848,Operations,region_2,Bachelor's,m,other,1,44,5,14,1,0,61,1
34872,Sales & Marketing,region_27,Master's & above,m,sourcing,1,41,5,9,0,0,54,1
12932,Sales & Marketing,region_16,Bachelor's,m,other,1,45,5,6,0,0,89,0
18441,Operations,region_15,Bachelor's,m,referred,1,33,3,3,0,0,60,1
48904,Analytics,region_31,,m,other,2,27,,1,0,0,83,1
75592,Operations,region_22,Bachelor's,m,sourcing,1,37,4,10,0,0,63,1
72077,Procurement,region_2,Master's & above,m,sourcing,1,40,3,9,0,0,70,1
52981,Technology,region_7,Master's & above,f,sourcing,2,36,5,5,0,0,93,0
35455,Operations,region_7,Master's & above,m,sourcing,1,38,2,8,1,0,56,0
5554,R&D,region_25,Bachelor's,m,other,1,33,5,5,1,0,83,1
46861,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,32,5,2,0,1,60,0
57007,HR,region_28,Master's & above,f,other,1,33,5,5,1,0,50,1
66003,Procurement,region_15,Master's & above,m,sourcing,1,46,4,5,1,0,70,1
56548,Sales & Marketing,region_15,Bachelor's,m,sourcing,2,33,1,7,0,0,47,1
49537,Procurement,region_21,Bachelor's,f,other,1,40,4,11,0,0,69,1
47955,Procurement,region_2,Bachelor's,m,sourcing,1,38,3,13,1,0,72,1
54534,Sales & Marketing,region_9,Bachelor's,m,other,2,28,2,4,0,0,50,1
71256,Legal,region_2,Bachelor's,m,other,1,46,3,6,1,0,57,1
20512,Analytics,region_26,Bachelor's,f,other,1,26,,1,0,0,87,1
64198,Technology,region_28,Bachelor's,m,other,2,28,4,2,0,0,85,1
37660,Operations,region_21,Bachelor's,f,sourcing,1,37,3,4,0,0,54,1
76098,R&D,region_26,Bachelor's,m,other,2,30,5,2,1,0,87,1
40171,Operations,region_2,Below Secondary,f,other,1,24,,1,0,0,59,1
15900,Analytics,region_2,Bachelor's,m,other,1,51,5,16,1,0,86,1
41332,Sales & Marketing,region_2,Bachelor's,f,other,1,56,4,26,0,0,48,1
53791,Technology,region_2,Master's & above,f,sourcing,1,57,4,17,1,0,84,1
24683,Operations,region_11,Master's & above,m,sourcing,1,45,5,6,0,0,63,1
47615,Operations,region_16,Bachelor's,f,sourcing,1,30,4,7,1,0,57,1
39989,Sales & Marketing,region_10,Master's & above,f,other,1,40,4,10,0,0,50,1
53664,Technology,region_25,Bachelor's,f,sourcing,1,33,4,6,0,0,81,1
43200,HR,region_2,Master's & above,m,other,1,40,5,5,0,0,49,1
68249,Procurement,region_15,Bachelor's,m,other,1,33,1,7,0,0,67,1
28417,Procurement,region_2,Bachelor's,m,other,1,44,4,7,0,0,66,1
29079,HR,region_2,Bachelor's,f,sourcing,1,35,1,8,0,0,51,1
45580,Sales & Marketing,region_2,Master's & above,m,sourcing,2,36,5,10,0,0,65,0
69116,Operations,region_2,Bachelor's,f,sourcing,2,41,2,6,1,0,61,1
30733,Sales & Marketing,region_23,Bachelor's,m,other,1,45,2,15,0,0,48,1
25098,Procurement,region_16,Bachelor's,f,sourcing,2,26,3,3,0,0,67,1
41818,Legal,region_2,Bachelor's,m,sourcing,1,31,4,5,0,0,65,1
46871,Operations,region_29,Bachelor's,f,other,1,35,4,8,1,0,61,1
6602,Sales & Marketing,region_7,Bachelor's,m,other,1,38,1,10,0,0,51,1
36408,Procurement,region_28,Bachelor's,m,other,1,27,3,4,0,0,66,1
63767,R&D,region_2,Bachelor's,m,other,1,38,3,4,1,0,81,1
72974,Sales & Marketing,region_23,Master's & above,m,sourcing,1,37,3,9,0,0,54,1
25813,Operations,region_7,Bachelor's,f,sourcing,2,32,3,6,1,0,90,0
13473,Analytics,region_22,Bachelor's,f,other,2,28,5,5,1,0,85,1
3045,HR,region_7,Bachelor's,f,other,1,34,4,3,1,0,52,1
23401,Operations,region_6,Bachelor's,f,sourcing,2,29,4,2,0,0,56,1
38937,Sales & Marketing,region_2,Bachelor's,m,other,1,49,2,6,0,0,50,1
48620,Operations,region_31,,m,other,1,30,5,6,1,0,57,1
30715,Technology,region_2,Bachelor's,f,sourcing,1,29,2,5,0,0,78,1
13653,Sales & Marketing,region_15,,m,sourcing,1,39,5,7,1,0,51,1
17340,Sales & Marketing,region_2,Master's & above,f,sourcing,1,49,2,6,0,0,49,1
48835,Operations,region_16,Master's & above,m,other,1,44,5,16,0,0,60,1
23180,Operations,region_13,Bachelor's,m,sourcing,1,35,2,9,0,0,58,1
51323,Operations,region_22,Bachelor's,m,sourcing,1,28,5,4,1,0,57,0
47235,Analytics,region_4,Master's & above,m,other,1,43,5,14,1,0,83,1
50716,Operations,region_22,Master's & above,f,sourcing,2,39,5,3,0,0,61,1
42101,Operations,region_2,Bachelor's,m,other,1,31,5,7,1,0,57,1
38182,Procurement,region_30,Bachelor's,f,sourcing,1,30,4,3,1,0,70,1
74323,Operations,region_2,Bachelor's,m,other,3,28,,1,1,0,63,1
56586,Sales & Marketing,region_13,Bachelor's,m,other,1,43,5,13,0,0,52,1
24794,Procurement,region_13,Bachelor's,f,other,2,52,5,19,0,0,73,1
65029,Sales & Marketing,region_13,Master's & above,m,other,2,36,1,5,0,0,47,1
58324,Technology,region_10,Bachelor's,f,other,1,29,4,6,0,0,77,1
77820,Operations,region_5,Bachelor's,m,sourcing,1,31,5,7,1,1,99,0
50736,Sales & Marketing,region_15,Master's & above,m,sourcing,1,52,1,7,0,0,50,1
51913,Procurement,region_22,Bachelor's,f,sourcing,2,27,5,4,1,0,67,1
29869,Procurement,region_17,Bachelor's,f,sourcing,2,30,3,6,0,0,71,1
13999,Operations,region_2,Bachelor's,f,sourcing,2,33,3,9,0,0,62,1
35891,Operations,region_2,Master's & above,f,referred,1,35,5,8,1,0,61,1
24971,Sales & Marketing,region_13,Bachelor's,m,other,1,32,3,3,0,0,63,0
72952,Analytics,region_32,,m,other,1,29,,1,0,0,81,1
8001,Procurement,region_5,Bachelor's,f,other,1,28,3,2,0,0,69,1
61575,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,29,2,3,0,0,48,1
8562,Operations,region_23,Bachelor's,m,sourcing,1,32,4,8,0,0,58,1
56205,Legal,region_16,Bachelor's,m,other,1,30,5,2,1,0,63,1
2225,Procurement,region_31,Bachelor's,f,other,2,28,,1,0,0,72,1
18944,Sales & Marketing,region_29,Bachelor's,f,other,1,31,1,3,0,0,52,1
9185,Procurement,region_4,Bachelor's,m,other,1,27,3,3,0,0,68,1
66229,HR,region_2,Master's & above,m,sourcing,1,50,3,5,0,0,51,1
3971,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,38,5,9,0,0,55,1
14409,Sales & Marketing,region_16,Bachelor's,m,other,1,41,3,10,0,0,47,1
45891,Procurement,region_7,Master's & above,f,sourcing,1,43,4,4,1,0,67,1
6864,HR,region_2,Below Secondary,m,sourcing,1,20,,1,0,0,47,1
41310,Operations,region_15,,m,other,1,31,4,4,1,0,59,1
65022,Procurement,region_2,Master's & above,f,sourcing,1,38,3,4,1,0,67,1
69218,Analytics,region_31,Master's & above,m,sourcing,1,39,3,11,0,0,85,1
28340,Procurement,region_17,Bachelor's,m,sourcing,1,38,3,4,1,0,69,1
34911,R&D,region_22,Master's & above,m,other,1,28,,1,0,0,87,1
15488,Operations,region_2,Bachelor's,m,sourcing,1,26,,1,0,0,60,1
32350,Procurement,region_2,Bachelor's,f,other,2,33,3,8,0,0,74,1
73088,Sales & Marketing,region_29,Bachelor's,m,other,1,32,1,3,0,0,51,1
41787,HR,region_22,Below Secondary,m,sourcing,1,24,,1,1,0,51,1
21677,Technology,region_22,Bachelor's,m,other,2,34,2,2,0,0,79,1
15530,Operations,region_26,Master's & above,m,sourcing,1,47,3,16,0,0,59,1
9872,Sales & Marketing,region_11,Master's & above,m,other,2,33,1,8,0,0,49,1
27432,Technology,region_7,Master's & above,f,other,1,40,1,3,0,0,81,1
68973,Analytics,region_8,Bachelor's,m,sourcing,1,27,,1,0,0,86,1
31654,Analytics,region_27,Bachelor's,m,sourcing,1,30,5,3,1,0,82,1
71937,Procurement,region_2,Bachelor's,f,other,1,30,2,3,0,0,70,1
42603,Analytics,region_20,Master's & above,m,other,1,34,5,3,1,0,87,1
65346,Sales & Marketing,region_30,Bachelor's,m,other,2,34,1,8,0,0,51,1
13585,Technology,region_2,Master's & above,f,other,3,40,5,10,0,0,82,1
71788,Technology,region_28,Master's & above,m,sourcing,1,33,3,2,1,0,80,1
2570,Analytics,region_29,Bachelor's,m,sourcing,1,30,2,4,1,0,82,1
69407,Sales & Marketing,region_31,Bachelor's,m,other,1,46,5,6,0,0,51,1
31669,Sales & Marketing,region_27,Bachelor's,m,other,1,30,5,3,1,0,51,1
31957,Operations,region_22,Bachelor's,f,sourcing,1,36,4,2,0,0,58,1
13017,Sales & Marketing,region_7,Master's & above,m,sourcing,3,49,2,19,0,0,49,1
10095,Finance,region_2,Bachelor's,m,sourcing,2,35,3,3,0,0,56,1
48568,Sales & Marketing,region_15,,m,sourcing,4,27,1,5,0,1,53,1
69952,Sales & Marketing,region_2,Master's & above,m,other,1,36,5,5,0,0,51,1
72791,Sales & Marketing,region_9,Bachelor's,m,other,2,27,,1,0,0,49,1
18833,Technology,region_2,Master's & above,f,other,1,42,3,4,0,0,78,1
49703,Technology,region_2,Bachelor's,f,other,2,35,2,8,1,0,84,0
10228,Technology,region_2,Bachelor's,m,sourcing,2,37,3,9,1,0,85,1
71331,Procurement,region_7,Bachelor's,m,other,1,27,5,3,0,0,69,1
7054,Technology,region_7,Master's & above,m,other,1,36,5,3,1,0,85,0
24488,Operations,region_23,,m,other,1,29,3,2,0,0,60,1
66594,Sales & Marketing,region_2,Master's & above,f,sourcing,1,43,5,3,0,0,50,1
1477,R&D,region_2,Bachelor's,m,other,1,37,2,4,0,0,88,1
61456,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,31,4,5,0,0,51,1
31575,Procurement,region_7,Bachelor's,f,other,1,34,5,6,1,0,67,1
7138,Operations,region_13,Master's & above,m,sourcing,1,36,5,8,1,0,58,1
33248,Operations,region_26,Master's & above,m,sourcing,1,33,5,6,0,0,58,1
58095,Technology,region_7,Master's & above,m,other,1,46,4,14,1,0,79,0
58321,Technology,region_21,Master's & above,f,other,1,42,2,7,0,0,81,1
73843,Sales & Marketing,region_2,Master's & above,m,other,1,59,1,19,0,0,49,1
5363,Sales & Marketing,region_4,Bachelor's,m,other,1,29,,1,0,0,49,1
26308,Procurement,region_6,Bachelor's,f,sourcing,2,28,,1,0,0,74,1
23510,Finance,region_2,Bachelor's,m,other,1,35,1,9,0,0,65,1
8510,Operations,region_22,Master's & above,f,sourcing,1,46,4,5,1,0,62,0
42578,Sales & Marketing,region_16,Master's & above,m,other,1,36,4,9,0,0,46,1
2764,Finance,region_7,Bachelor's,m,sourcing,2,26,5,2,1,0,59,1
36146,Procurement,region_2,Master's & above,m,other,1,58,5,15,1,0,70,1
32289,Sales & Marketing,region_32,Bachelor's,f,other,1,29,,1,0,0,46,1
5476,Analytics,region_7,Bachelor's,m,sourcing,1,29,4,2,1,0,82,1
41379,Procurement,region_26,Bachelor's,m,other,1,30,3,5,1,0,69,1
43193,Technology,region_7,Master's & above,m,other,1,31,3,6,1,0,80,1
46383,Sales & Marketing,region_2,,m,sourcing,1,32,3,7,0,0,48,1
59020,Analytics,region_29,Bachelor's,m,other,1,33,3,4,1,0,81,1
68799,Operations,region_26,Bachelor's,m,sourcing,1,44,3,2,0,0,59,1
70859,Operations,region_7,Master's & above,f,sourcing,2,32,4,6,1,0,61,1
14930,Technology,region_2,Master's & above,f,sourcing,1,40,3,3,0,0,78,1
57803,Procurement,region_8,Master's & above,m,sourcing,1,39,2,11,1,0,71,1
22913,Sales & Marketing,region_17,Bachelor's,m,other,1,37,3,10,0,0,49,1
63378,Procurement,region_17,Bachelor's,f,sourcing,1,32,5,9,1,0,72,0
57364,Sales & Marketing,region_7,Bachelor's,m,other,1,56,5,13,0,0,49,1
45205,Procurement,region_31,Bachelor's,f,other,2,28,2,4,0,0,65,1
12569,Procurement,region_26,Bachelor's,f,sourcing,1,39,4,6,0,0,72,1
63261,Operations,region_31,Bachelor's,m,sourcing,3,27,5,3,1,0,56,0
44174,Sales & Marketing,region_13,Bachelor's,m,sourcing,3,37,1,8,0,0,55,1
25927,Analytics,region_2,,m,sourcing,1,24,3,2,0,0,86,1
53114,Sales & Marketing,region_2,Bachelor's,m,sourcing,2,45,1,17,0,0,49,1
56028,Technology,region_31,Bachelor's,m,other,1,42,2,10,0,0,83,1
24815,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,30,4,4,0,0,46,1
28907,Operations,region_26,Bachelor's,f,sourcing,1,33,3,6,0,0,60,1
21973,Technology,region_13,Bachelor's,f,other,1,28,,1,0,0,77,1
71777,Sales & Marketing,region_28,Bachelor's,m,other,1,36,1,4,0,0,48,1
291,Operations,region_22,Below Secondary,m,sourcing,1,26,5,4,0,0,64,1
46485,Analytics,region_15,Bachelor's,m,other,1,38,3,4,0,0,87,1
45805,Legal,region_2,Master's & above,f,sourcing,1,55,3,23,1,0,60,1
53576,Sales & Marketing,region_28,Bachelor's,m,other,1,28,,1,0,0,53,1
43699,Operations,region_7,Master's & above,m,other,1,51,5,11,0,1,65,1
13031,Sales & Marketing,region_28,Master's & above,f,sourcing,1,34,3,7,0,0,50,1
57544,Technology,region_26,Bachelor's,m,other,1,29,2,5,1,0,80,1
25434,Technology,region_22,Bachelor's,m,other,1,28,,1,1,0,81,1
75485,Sales & Marketing,region_31,Bachelor's,m,sourcing,1,29,4,2,0,0,46,1
50568,Sales & Marketing,region_13,Master's & above,m,other,1,38,1,8,0,0,47,1
66169,Operations,region_2,Master's & above,m,other,1,31,,1,0,0,56,1
2037,Procurement,region_30,Bachelor's,f,other,1,30,1,4,0,0,65,1
53809,Procurement,region_11,Bachelor's,m,other,1,31,5,2,1,0,71,1
24983,Finance,region_2,Bachelor's,f,other,1,29,1,2,1,0,60,1
73163,Procurement,region_7,Master's & above,f,other,1,38,3,4,0,0,72,1
25232,Sales & Marketing,region_16,Bachelor's,m,other,1,46,3,11,0,0,50,1
71664,Procurement,region_20,Bachelor's,f,other,1,30,3,3,0,0,69,1
43188,Sales & Marketing,region_6,Bachelor's,m,other,1,27,5,2,0,0,48,1
62083,Procurement,region_13,Bachelor's,m,other,1,45,3,12,0,0,69,1
66833,Operations,region_23,Bachelor's,m,sourcing,2,29,5,2,1,0,64,1
54715,Procurement,region_22,Master's & above,f,sourcing,1,40,1,10,0,0,70,1
35471,Operations,region_8,Bachelor's,f,sourcing,1,32,5,10,1,0,58,1
46504,Analytics,region_31,Bachelor's,m,other,1,29,4,2,0,0,83,1
70082,Operations,region_6,Bachelor's,m,sourcing,1,26,3,3,0,0,59,1
18786,Operations,region_7,Master's & above,f,sourcing,1,40,5,2,1,0,63,1
77991,Sales & Marketing,region_11,Bachelor's,m,sourcing,1,26,4,3,0,0,49,1
67620,Operations,region_9,Bachelor's,m,sourcing,1,30,3,9,0,0,54,1
34458,HR,region_2,Master's & above,m,other,1,41,4,7,0,0,51,1
3392,Procurement,region_17,Bachelor's,f,other,1,32,4,10,0,0,69,1
75852,Sales & Marketing,region_28,Bachelor's,m,other,1,30,,1,0,0,49,1
28499,Technology,region_2,Master's & above,m,other,1,42,3,8,0,0,76,1
66659,Operations,region_26,Bachelor's,f,sourcing,1,34,5,9,1,0,57,1
71234,Sales & Marketing,region_5,Bachelor's,m,sourcing,1,34,3,10,0,0,47,1
63290,Sales & Marketing,region_7,Bachelor's,m,other,2,27,3,4,0,1,51,1
4000,Technology,region_26,Bachelor's,m,other,1,23,,1,1,0,88,0
42528,Operations,region_11,Master's & above,m,sourcing,1,38,2,9,0,0,61,1
68898,Procurement,region_16,Bachelor's,m,sourcing,1,36,3,5,0,0,69,1
64192,Analytics,region_25,Bachelor's,m,sourcing,2,29,4,4,0,0,84,1
20073,Operations,region_4,Master's & above,m,sourcing,1,34,5,7,1,0,66,1
12123,Sales & Marketing,region_17,Bachelor's,m,other,1,26,5,2,0,0,49,1
24495,Sales & Marketing,region_12,Bachelor's,m,other,1,28,5,7,0,0,50,1
4359,Operations,region_20,Bachelor's,m,sourcing,1,41,3,5,0,0,60,1
23639,Operations,region_19,Bachelor's,m,sourcing,1,34,4,5,0,0,61,1
34511,Operations,region_2,Bachelor's,f,sourcing,1,40,2,12,0,0,64,1
53661,Technology,region_2,Bachelor's,f,sourcing,1,54,3,22,0,0,72,1
37024,Sales & Marketing,region_4,Bachelor's,m,other,1,26,3,2,1,0,50,1
64088,Sales & Marketing,region_27,Bachelor's,m,sourcing,1,25,3,4,0,0,53,1
10196,Sales & Marketing,region_15,Bachelor's,m,sourcing,1,23,1,2,0,0,55,1
58900,Finance,region_22,Bachelor's,m,other,1,28,2,6,0,0,59,1
51541,Operations,region_4,Bachelor's,f,sourcing,3,32,2,1,1,0,61,0
23451,Sales & Marketing,region_2,Bachelor's,m,referred,1,45,5,15,0,0,49,1
23980,Technology,region_2,Bachelor's,f,referred,1,31,3,7,1,0,79,1
11711,Finance,region_2,Bachelor's,m,sourcing,2,49,3,8,0,0,60,1
60372,Finance,region_22,Bachelor's,m,sourcing,1,28,3,1,0,0,75,0
